ID;Название компании;Комплекс;Рабочий телефон;Рабочий e-mail;Сайт;region;city;Улица;Округ;Район;Ответственный;Комментарий;Кем создана;Дата создания;Дата изменения
4648;"Детский сад ""Солнечный город"" ЦО Кузьминки";ЦО Кузьминки;+7(499)175-95-10;spdo2091@mail.ru;http://sch2091.mskobr.ru/;78;510;Юных Ленинцев, дом 75, корпус 2;3;103;Анастасия Балакина;неоднократно предлагала встречу, отказывается, ссылается на школу, а она вр как уже назначила им фотографа на октябрь, пришло письмо с указанием работать с фотографами;Настя Пшеничная;21.06.2018 12:45;03.09.2020 20:19
5612;"Детский сад ""Умкин"" Химки";;+7 (495) 743-95-98;;;53;;Сходня, Озёрная ул., 154, микрорайон Золотые Купола, д. Голиково;;;Анастасия Балакина;для КПП марку и номер машины хантера или фотографов всегда;Надежда Чихунова;27.06.2019 18:20;20.10.2020 9:29
2923;"Детский сад ""Ювенесик"" Школа № ЮВЕНЕС";Школа № ЮВЕНЕС;;;;78;510;Сосновая ул., дом 3;6;118;Илья Грачев;Сад нам не интересен из за количества воспитанников. ;Маргарита Палина;21.12.2017 16:29;28.10.2020 10:34
6289;"Детский сад ""Юные Капитаны""";;+7 (495) 661-15-20;;yc-school.ru/;53;555;Московская область, Одинцовский район, поселок Горки-2, 22;;;Илья Грачев;Новый сад;Данил Фёдоров;03.02.2020 15:53;27.10.2020 19:08
7767;Детский сад Страна Маленьких Гениев;;;;;53;;Раменское, ул.Коминтерна, д.21а;;;Анна Гладкая;;Анна Гладкая;20.10.2020 18:41;20.10.2020 18:41
3045;Детский сад 1026 Корпус №3 Лицей № 507;Лицей № 507;;;;78;510;Каширский проезд, д. 1/1;1;63;Марианна Вишнякова;Это теперь Начальное в ШК 507 (ЗДАНИЕ № 13);Татьяна Гаврилова;25.12.2017 15:15;11.09.2020 16:41
2905;Детский сад 1104 ДО 5 Школа № 1273;Школа № 1273;;;;78;510;улица Академика Капицы дом 24 Б;2;104;Илья Грачев;актуально только в сентябре 2018;Елена Боброва;21.12.2017 15:47;28.10.2020 10:35
3296;Детский сад 1184 Здание 1 Школа № 1284;Школа № 1284;;;;78;510;Даев пер., 16, стр. 9;4;;БАЗА _;;Татьяна Гаврилова;28.12.2017 14:48;05.03.2020 17:33
3192;Детский сад 1192 на Самотечной Школа № 1501;Школа № 1501;;;;78;510;Москва, Самотечная улица, 17а;4;102;Надежда Дашиева;26,03 Родители заключили договор с Киндер фото, сами их нашли,  завед. категорически отказалась переслать или показать наше КП...(как распространение информации с платными услугами).;Татьяна Гаврилова;27.12.2017 15:35;08.10.2019 22:34
3309;Детский сад 1241 Корпус 7 Школа № 1241;Школа № 1241;;;;78;510;Зоологическая улица, дом 26, строение 2;4;;Надежда Дашиева;;Татьяна Гаврилова;28.12.2017 15:15;12.02.2020 9:47
3102;Детский сад 1271 Корпус 6 Школа № 534;Школа № 534;;;;78;510;улица Мусы Джалиля, 14, корпус 3;1;33;Надежда Дашиева;19.02 Валентина Аркадьевна здесь;Татьяна Гаврилова;26.12.2017 14:20;11.12.2019 9:58
3011;Детский сад 1368 ДО Мозаика Школа № 1770;Школа № 1770;;;;78;510;Москва, Коломенская улица, 27, корпус 2;1;64;Надежда Чихунова;22.10 запрет! в школе даже говорить не хотят;Татьяна Гаврилова;22.12.2017 16:20;12.02.2020 14:26
5661;Детский сад 1384 Школа Инженерно-техническая;Школа Инженерно-техническая;+7(495)152-94-40;80detskiysad2529@mail.ru;;78;510;город Москва, Планетная улица, дом 43;8;5;Марианна Вишнякова;;Яна Козлова;26.07.2019 11:09;11.09.2020 16:46
5610;Детский сад 14-2 Нахабино;;+7 (498) 319-11-09;;;53;;деревня Черная, ул. Садовая, 16;;;Надежда Чихунова;жк Новое Нахабино, Истринский район;Надежда Чихунова;26.06.2019 14:46;24.10.2020 22:05
2847;Детский сад 151 Школа № 1279;Школа № 1279;;;;78;510;Одесская улица дом 9 корпус 2;2;32;Анна Гладкая;;Елена Боброва;21.12.2017 12:28;22.10.2020 11:33
2808;Детский сад 1582 До 4 Школа № 2121;Школа № 2121;;;;78;510;город Москва, Краснодонская улица, дом 37;3;52;Надежда Чихунова;ТЕПЕРЬ ЗДЕСЬ НИНА ВАСИЛЬЕВНА, ОНА НАС ВРОДЕ КАК ЗНАЕТ;Лола Исмаилова;29.11.2017 12:51;21.08.2019 14:36
2867;Детский сад 1609 ДО 3 Карусель Школа № 117;Школа № 117;;;;78;510;улица Гарибальди дом 14 корпус 3;2;50;Илья Грачев;"+ Детский сад № 515 ДО № 3 ""Олененок"" Школа № 117   Гарибальди ул., 10А";Елена Боброва;21.12.2017 13:03;28.10.2020 10:40
2951;Детский сад 1620 ДО 4 Школа № 7;Школа № 7;;;;78;510;Ленинский проспект дом 82/2 корпус 1;2;50;Анна Гладкая;;Елена Боброва;21.12.2017 17:36;03.09.2018 16:11
2914;Детский сад 1647 ДО 3 Школа № 1273;Школа № 1273;;;;78;510;улица Академика Капицы дом 10;2;37;Илья Грачев;актуально только в сентябре 2018;Елена Боброва;21.12.2017 16:04;28.10.2020 10:34
3091;Детский сад 1743 Корпус 1 Школа № 534;Школа № 534;;;;78;510;улица Мусы Джалиля, 6, корпус 4;1;33;Надежда Дашиева;;Татьяна Гаврилова;26.12.2017 13:50;11.02.2020 12:04
3094;Детский сад 1752 Корпус 3 Школа № 667;Школа № 667;;;;78;510;улица мусы джалиля дом 9 корпус 2;1;33;Анастасия Балакина;ТЕПЕРЬ САД ОТНОСИТЬСЯ К КОМПЛЕКСУ 667, РАНЬШЕ БЫЛИ 534, СЕЙЧАС ЖЕСТКИЙ ЗАПРЕТ;Татьяна Гаврилова;26.12.2017 13:58;03.09.2020 20:15
3301;Детский сад 1786 Корпус 3 Школа № 1241;Школа № 1241;;;;78;510;Большой Трёхгорный переулок, дом 8;4;;Надежда Дашиева;;Татьяна Гаврилова;28.12.2017 14:57;12.02.2020 9:47
3259;Детский сад 1827 ДО № 3 Школа № 498;Школа № 498;;;;78;510;улица Малые Каменщики, дом 18;4;;Анастасия Балакина;не фотографируют, запрет от комплекса;Татьяна Гаврилова;28.12.2017 12:31;03.09.2020 20:15
3070;Детский сад 1834 Здание №3 Школа № 851;Школа № 851;;;;78;510;Кировоградская улица, 9а;1;115;Илья Грачев;Быв 1623 - Теперь это комплекс 851 ;Татьяна Гаврилова;25.12.2017 17:28;28.10.2020 10:32
3310;Детский сад 1842 Корпус 8 Школа № 1241;Школа № 1241;;;;78;510;Большая Грузинская улица, дом 67, строение 1;4;;Илья Грачев;;Татьяна Гаврилова;28.12.2017 15:19;28.10.2020 12:01
3251;Детский сад 1874 ДО №1 Школа № 498;Школа № 498;;;;78;510;Крестьянская площадь, 10, корпус 2;4;;Анастасия Балакина;10.05 ст воспитатель Осипенко Людмила Алексеевна;Татьяна Гаврилова;28.12.2017 11:37;03.09.2020 20:14
3197;Детский сад 1918 на Чернышевского Школа № 1501;Школа № 1501;;;;78;510;переулок Чернышевского, дом 4А, строение 1;4;102;Илья Грачев;28,02 отказ.родители сами находят себе фотографов,отказалась встретиться и передать им наши образцы;Татьяна Гаврилова;27.12.2017 15:42;28.10.2020 12:01
3194;Детский сад 1921 на Нововоротниковском Школа № 1501;Школа № 1501;;;;78;510;Нововоротниковский переулок, дом 6;4;102;Надежда Дашиева;;Татьяна Гаврилова;27.12.2017 15:39;08.10.2019 22:34
3304;Детский сад 1926 Корпус 4 Школа № 1241;Школа № 1241;;;;78;510;Большой Предтеченский переулок, дом 24;4;;Надежда Дашиева;;Татьяна Гаврилова;28.12.2017 15:02;12.02.2020 9:47
3378;Детский сад 1948 Школа Покровский Квартал;;;;;78;510;Подсосенский переулок, дом 26, строение 6;4;;Анастасия Балакина;акция мама может! Мамочка Дария;Татьяна Гаврилова;10.04.2018 13:03;02.09.2020 22:15
3044;Детский сад 1967 Корпус №2 Лицей № 507;Лицей № 507;;;;78;510;Каширское шоссе, 16;1;63;Марианна Вишнякова;Входит в комплекс ШК 507;Татьяна Гаврилова;25.12.2017 14:51;11.09.2020 16:41
2884;Детский сад 197 ДО Гимназия № 45;Гимназия № 45;;;;78;510;Большая Черемушкинская улица дом 14 А;2;1;Марианна Вишнякова;;Елена Боброва;21.12.2017 14:33;11.09.2020 16:37
2994;Детский сад 2042-1 Центр образования № Воробьевы горы;Центр образования № Воробьевы горы;7 967 252 81 25;n.gagarina@mailvg.ru;http://www.petryshka.ru/;78;510;Ленинский проспект дом 62/1;2;23;Stager Prodaji;14.09 не берут трубку;Елена Боброва;22.12.2017 14:01;19.02.2020 9:55
2705;Детский Сад 2044 ДО № 5 школа №1583 Гимназия № 1583;Гимназия № 1583;;;;78;510;город Москва, Нарвская улица, дом 18;8;24;Анастасия Балакина;;Ольга Морозова;28.09.2017 17:01;14.10.2020 17:32
2953;Детский сад 2186 сп 7 Школа № 7;Школа № 7;;;;78;510;Ленинский проспект дом 86 А;2;50;Анна Гладкая;свой фотограф его любим, + все отсняли , встречу не хочет нельзя впускать постороних, звоните в августе;Елена Боброва;21.12.2017 17:41;03.09.2018 16:12
3214;Детский сад 224 Дошкольный корпус № 2 Колледж № 4;Колледж № 4;;;;78;510;Большой Каретный переулок, 22, строение 5;4;;Марианна Вишнякова;20,04 ответили на КП,директор в отпуск уходит.​звонить в мае.Наталья, добрый день! Мы не заинтересованы в сотрудничестве, спасибо за предложение.;Татьяна Гаврилова;27.12.2017 16:03;11.09.2020 16:40
2045;Детский сад 2247 СП № 1 Школа № 1794;Школа № 1794;;;;78;510;ул. Дубнинская, д. 12;8;19;Надежда Чихунова;;Наталия Федорина;31.10.2016 16:44;18.06.2019 13:34
3007;Детский сад 2272 Непоседы Школа № 1770;Школа № 1770;;;;78;510;Нагатинская набережная, 58, корпус 3;1;64;Надежда Чихунова;05.04 нет нет у нас от школы фотограф;Татьяна Гаврилова;22.12.2017 15:54;12.02.2020 14:25
3291;Детский сад 2299 ДО № 2 Школа № 345;Школа № 345;;;;78;510;Хомутовский тупик, 10;4;;Марианна Вишнякова;;Татьяна Гаврилова;28.12.2017 14:42;15.09.2020 7:53
2284;"Детский сад 2337 к1 До ""Белоснежка"" Митино Школа № 1900";Школа № 1900;;;;78;510;Дубравная улица, дом 35, корпус 1;6;59;Надежда Чихунова;курирует 2 сада 2337 и 2337 к1;Лейсан Ишмухаметова;23.03.2017 13:06;29.10.2019 12:04
1681;Детский сад 2400 к.1 Лесовичок к.1 Митино Школа № 1944;Школа № 1944;;;;78;510;Барышиха 25 к.4;6;59;Марианна Вишнякова;;Александр Макаров;22.09.2016 9:55;14.09.2020 10:32
1682;Детский сад 2400 к.2 Лесовичок к.2 Митино Школа № 1944;Школа № 1944;;;;78;510;Барышиха 21 к.2;6;59;Марианна Вишнякова;;Александр Макаров;22.09.2016 10:05;14.09.2020 10:32
2784;"Детский сад 2493 к. 4 ""Самоцветы"" Школа № 1716";Школа № 1716;;;;78;510;город Москва, улица Верхние Поля, дом 38, корпус 2;3;55;Надежда Чихунова;Зоя Николаевна  с нами 1 раз в год,  и то не факт;Лола Исмаилова;02.11.2017 14:23;12.02.2020 14:25
6910;ДЕТСКИЙ САД 25!!!! Приморский р-н;;;;http://25-sad.ru;79;787;Санкт-Петербург, Новоколомяжский проспект, 3;;;Полина Туровцева;22 ГР;Татьяна Гаврилова;16.04.2020 15:15;20.08.2020 10:33
3311;Детский сад 2511 Корпус 11 Школа № 1241;Школа № 1241;;;;78;510;Большая Декабрьская ул., 10;4;;Илья Грачев;;Татьяна Гаврилова;28.12.2017 15:26;28.10.2020 12:00
2836;Детский сад 2514 Лукоморье Школа № 1279;Школа № 1279;;;;78;510;Болотниковская улица дом 36 Б;2;32;Анна Гладкая;;Елена Боброва;21.12.2017 11:07;16.10.2020 21:06
3276;Детский сад 2548 ДО № 2 Школа № 2030;Школа № 2030;;;;78;510;Большая Декабрьская улица, дом 1А;4;;Илья Грачев;05.04 у них свои завязки с фотографом и не звоните!!!!!!!!!!;Татьяна Гаврилова;28.12.2017 14:11;28.10.2020 10:28
3306;Детский сад 255 Корпус 5 Школа № 1241;Школа № 1241;;;;78;510;Верхний Предтеченский переулок, дом 10;4;;Илья Грачев;;Татьяна Гаврилова;28.12.2017 15:06;28.10.2020 12:01
3119;Детский сад 2626 Здание 1 Школа № 629;Школа № 629;;mozgova_gn@school629.ru;;78;510;Варшавское шоссе, дом 152, корпус 14;1;11;Надежда Чихунова;Светлана Валерьевна больше не работает, новое КЛ Галина Николаевна (495)3897319;Татьяна Гаврилова;26.12.2017 16:05;26.06.2020 18:12
2925;Детский сад 2695 ДО 4 Школа № 15;Школа № 15;;;;78;510;Перекопская улица, дом 24 А;2;114;Надежда Дашиева;;Елена Боброва;21.12.2017 16:34;28.11.2019 10:23
5714;Детский сад 2697 к.2 Гимназия № 1577;Гимназия № 1577;;;;78;510;Ярославское шоссе, дом 26Б, строение 2;7;124;Надежда Дашиева;;Яна Козлова;31.07.2019 14:06;27.09.2019 14:41
3204;Детский сад 2718 на Тихвинском 1А Школа № 1501;Школа № 1501;;;;78;510;Тихвинский переулок, дом 16, строение 1а;4;102;Надежда Дашиева;14.09 ЗАПРЕТ ОТ ДИРЕКТОРА!;Татьяна Гаврилова;27.12.2017 15:48;13.11.2019 16:23
2929;Детский Сад 2743 До № 2 Школа № 1474;Школа № 1474;;;;78;510;Петрозаводская 28А;8;110;Надежда Дашиева;;Ольга Морозова;21.12.2017 16:40;21.11.2019 8:22
3210;Детский сад 288 Дошкольный корпус № 1 Колледж № 4;Колледж № 4;;;;78;510;Ковров пер. д.3;4;;Марианна Вишнякова;КЛ-Елена Гаврушевна;Татьяна Гаврилова;27.12.2017 16:00;11.09.2020 16:40
7542;Детский сад 3 28 Петушок Подольск;;+7(4967)67-67-82;detskiisadv28_petushok@mail.ru;https://sad28podr.edumsko.ru/;53;560;п.Быково ул.Школьная д.10;;;Илья Грачев;;Нина Галаева;07.10.2020 17:02;28.10.2020 11:14
2933;Детский сад 379 ДО 7 Лицей № 1561;Лицей № 1561;;;;78;510;улица Паустовского дом 8 корпус 4;2;125;Анна Гладкая;новое КЛ: Марина Ивановна;Елена Боброва;21.12.2017 16:55;07.08.2020 15:11
2931;Детский сад 466 ДО 6 Школа № 15;Школа № 15;;;;78;510;улица Обручева д.47А;2;114;Надежда Дашиева;;Елена Боброва;21.12.2017 16:42;31.07.2020 21:10
2921;Детский сад 543 ДО 2 Школа № 15;Школа № 15;;;;78;510;улица Херсонская дом 17 А;2;114;Надежда Дашиева;;Елена Боброва;21.12.2017 16:27;20.09.2019 14:52
2906;Детский Сад 583 До № 1 Школа № 1474;Школа № 1474;;;;78;510;Клинская 22;8;110;Надежда Дашиева;10 садов она ведёт, весь комплекс!;Ольга Морозова;21.12.2017 15:50;21.11.2019 8:21
2203;Детский сад 668 к.2 ДО № 2 Школа № 851;Школа № 851;;;;78;510;Кировоградская улица, дом 6А, корпус 2;1;115;Марианна Вишнякова;;Лейсан Ишмухаметова;19.01.2017 17:16;15.09.2020 7:48
3008;Детский сад 738 Детство корп.1 Школа № 1770;Школа № 1770;;;;78;510;Нагатинская набережная, 46, корпус 1;1;64;Надежда Чихунова;Наталья Валерьевна заведка;Татьяна Гаврилова;22.12.2017 16:09;12.02.2020 14:26
3098;Детский сад 743 Корпус 4 Школа № 534;Школа № 534;;;;78;510;улица Мусы Джалиля, 9, корпус 4;1;33;Надежда Дашиева;;Татьяна Гаврилова;26.12.2017 14:08;10.12.2019 15:08
2717;Детский сад 780 Школа № 1246;Школа № 1246;;;;78;510;город Москва, Открытое шоссе, дом 29;12;57;Илья Грачев;Новая компания, новая заведующая!;Ирина Севостьянова;05.10.2017 15:45;28.10.2020 12:03
3219;Детский сад 878 Дошкольный корпус № 2 Школа № 2054;Школа № 2054;;;;78;510;Петровский бульвар, дом 8, стр.4;4;;Владислав Хаханов;Елене Борисовне 8(495)6254448 кл, а так Тамилла Сфаровна  ;Татьяна Гаврилова;27.12.2017 16:21;13.11.2019 1:05
6250;Детский сад Easy way-ka;;+7 (929) 609-76-00, +7 (915) 127-58-58;;easywayka.ru;53;555;Московская область, Одинцово, Кутузовская, 15;;;Анна Гладкая;;Данил Фёдоров;21.01.2020 12:56;25.10.2020 1:00
4162;Детский сад № ДО № 3 Школа № 1290;Школа № 1290;;;http://gym1290.mskobr.ru/;78;510;Первомайская улица, дом 3А;12;90;Надежда Чихунова;не работают ни с фото, ни с театрами, ни с цирком;Настя Пшеничная;08.06.2018 15:39;04.12.2019 15:10
